reward,reward_accumulate
-53.36090590590591,-53.36090590590591
-4.904769384692354,-31.571875437718827
-1.8256132044014692,-22.87002100700231
-1.5039484871217805,-18.655034508627125
-0.8360632126425288,-15.759344468893735
-1.085620270045007,-14.2179694949158
-0.5361953136162316,-12.722736105157862
-0.35381585198149773,-11.486011126390782
-0.3689062118013114,-10.578552061340133
-0.27330093009300943,-9.7938919891989
-0.25674679516319676,-9.160204018547123
-0.18638978248187352,-8.58317984832068
-0.19858135241172384,-8.121465805061924
-0.09870162154439606,-7.640021287234795
-0.12466397759850659,-7.255316554436952
-0.10285717857366089,-6.904688105506581
-0.06915918583446086,-6.567665274427898
-0.09788321573420748,-6.3006579254402935
-0.10628001473761768,-6.075306910890041
-0.036243562178108944,-5.807769938496922
-0.0689689032811086,-5.6001651983427765
-0.06708586753943363,-5.412686531205967
-0.03637658159050394,-5.213718683421018
-0.1086536939039127,-5.105125046876953
-0.018293851754070167,-4.919205728229134
-0.06045347897996081,-4.79045170968114
-0.0625252046372088,-4.67554620541501
-0.036242151505410915,-4.544798599949996
-0.06969864478085452,-4.45777464740163
-0.04147704923497449,-4.350654255141835
-0.04855334043033642,-4.258859382560727
-0.05228082127566488,-4.178046688959027
-0.05200024243158886,-4.103435619261184
-0.045923615400452956,-4.028666401952993
-0.02915394725563588,-3.9427123060658853
-0.024589821939498317,-3.8577792994249847
-0.04502586556393419,-3.79853804156869
-0.029178820495276182,-3.72775270401853
-0.023125926305802704,-3.6552927767378676
-0.02900467511687792,-3.5929128478212005
-0.035433717895558416,-3.540712407619704
-0.04339024738684254,-3.4997979713802816
-0.04791109095560363,-3.466316518988823
-0.08014893520307284,-3.4676837428123437
-0.029709993555412338,-3.4203323851641207
-0.022613317680819155,-3.3685890345442364
-0.036294516904615,-3.3332099193599976
-0.06214679472489012,-3.325913394029053
-0.03892910059388967,-3.296965325822985
-0.03642552851057022,-3.2674502290045897
-0.03340755701092178,-3.236788878213306
-0.04137069943652764,-3.215912440623864
-0.056846072567406945,-3.2120797750901016
-0.04925674549528695,-3.2018524602307514
-0.026637429771450383,-3.1702733322424104
-0.02345957963535063,-3.1371198771406696
-0.045913437077843476,-3.1279951578097904
-0.039364092484353186,-3.1134273694374075
-0.019063950236444693,-3.0797204698384717
-0.022575692928215464,-3.0509666327772096
-0.020912080525910273,-3.021862046918799
-0.030450426619784192,-3.0035719769673634
-0.039812425594057045,-2.9957079001253906
-0.041299785934155224,-2.99019901873466
-0.03646154556223942,-2.9806567947199096
-0.06076184487643751,-2.9962564887346685
-0.041434260212839,-2.9929698353706677
-0.027544302122090043,-2.976499227929812
-0.029239554196437628,-2.9626004869635687
-0.04599095701367163,-2.9662679752567778
-0.03862441724531331,-2.9631133818786055
-0.01697312462673092,-2.9389315823830753
-0.022155933642926614,-2.92082762777571
-0.039398383761942754,-2.9207548345247782
-0.02722081627755037,-2.9090317337564375
-0.022669074593086747,-2.893423571362769
-0.029784321874310064,-2.885630475720449
-0.01808946268541905,-2.8667242015923136
-0.022892669527462366,-2.8533287636552207
-0.020116576457205725,-2.8377782847285444
-0.03821117544661046,-2.840954727836131
-0.008099879266820324,-2.814408395224316
-0.048378004554271735,-2.8288774563548795
-0.051371540137382536,-2.8465714829938293
0.004240238120448478,-2.8088417746090975
-0.007696449958720451,-2.783876893917356
-0.00556269612294394,-2.7574406372486897
-0.0053991749906248925,-2.7315049034647987
0.006182271710918097,-2.694631220575498
-0.0007451527239191556,-2.665435693729916
-0.0016986120726601385,-2.6378434817964895
-0.0033084272655137586,-2.612479385645484
0.0020430972376047044,-2.5823448101592374
0.005670932669496487,-2.5492018319343726
0.004053516352803713,-2.5183143296245123
-0.0026474754945363995,-2.4947290909280184
-0.003840823101269083,-2.472850792276197
-0.0028391514199124475,-2.4504565148623842
-0.00040868089576662453,-2.4261128597258437
-0.005968819688196886,-2.4078203082030694
