server,bus1,bus2,bus3,bus4,bus5
180,168,207,196,150,99
346,158,106,114,102,174
398,170,18,170,131,113
384,177,22,156,120,141
364,158,21,155,146,156
309,174,72,118,172,155
286,158,141,95,162,158
333,154,36,168,151,158
320,153,87,115,163,162
294,161,97,123,156,169
277,170,144,91,151,167
300,153,172,68,156,151
285,160,144,104,153,154
284,165,154,86,145,166
273,171,88,148,150,170
285,164,121,98,157,175
266,170,128,110,164,162
262,160,147,117,148,166
260,169,101,150,164,156
244,164,131,151,148,162
300,164,90,138,147,161
316,155,122,125,131,151
311,160,72,145,155,157
296,140,136,157,130,141
320,131,111,137,150,151
336,122,138,136,133,135
322,109,180,129,138,122
293,142,183,113,134,135
306,142,171,94,132,155
269,129,200,112,139,151
245,135,194,119,146,161
261,88,196,124,151,180
263,99,194,121,156,167
294,76,172,133,161,164
260,93,172,132,167,176
227,127,192,135,152,167
238,130,186,137,142,167
220,138,198,131,139,174
206,144,200,128,144,178
204,155,212,116,147,166
176,156,207,147,143,171
208,158,195,130,143,166
221,151,184,133,149,162
242,154,209,121,130,144
222,162,211,104,145,156
205,159,207,116,151,162
213,155,209,110,152,161
196,160,210,124,147,163
211,150,207,124,144,164
192,150,205,135,149,169
181,163,205,128,155,168
181,157,199,123,168,172
184,151,205,120,164,176
206,150,200,124,154,166
212,149,208,126,140,165
175,153,200,160,144,168
179,149,205,137,156,174
185,145,201,141,156,172
183,156,194,136,161,170
201,154,201,125,153,166
195,155,210,119,154,167
190,148,206,129,157,170
192,151,189,144,157,167
201,144,198,136,154,167
180,137,205,143,161,174
185,132,201,139,164,179
202,135,207,125,154,177
186,138,211,132,158,175
203,131,203,132,161,170
207,122,201,139,161,170
186,138,205,128,166,177
186,144,198,139,161,172
194,148,205,125,158,170
189,141,215,125,157,173
192,152,201,129,159,167
192,136,202,130,168,172
172,134,203,148,170,173
183,132,207,136,164,178
179,133,202,144,166,176
214,141,206,122,150,167
211,147,215,108,152,167
205,147,217,105,155,171
214,152,216,102,150,166
201,153,216,107,153,170
187,159,221,100,162,171
197,159,213,102,157,172
212,158,217,87,148,178
202,157,214,96,155,176
190,164,216,98,157,175
188,157,215,107,153,180
205,156,214,97,150,178
187,158,216,105,150,184
192,152,216,110,154,176
195,158,217,108,147,175
191,157,213,106,155,178
197,155,210,110,148,180
191,156,213,109,148,183
183,146,215,121,150,185
197,131,213,132,152,175
198,147,215,115,149,176
