drop
0.7107107107107107
0.511
0.439
0.224
0.179
0.116
0.08
0.14
0.069
0.03
0.04
0.064
0.294
0.374
0.057
0.078
0.033
0.048
0.033
0.029
0.036
0.038
0.018
0.034
0.032
0.034
0.044
0.034
0.031
0.084
0.047
0.061
0.04
0.056
0.05
0.039
0.057
0.047
0.058
0.046
0.031
0.056
0.06
0.09
0.059
0.059
0.031
0.041
0.052
0.07
0.082
0.075
0.081
0.091
0.054
0.051
0.073
0.054
0.044
0.047
0.045
0.062
0.071
0.065
0.036
0.049
0.069
0.063
0.04
0.04
0.054
0.051
0.055
0.05
0.05
0.037
0.046
0.055
0.04
0.059
0.069
0.043
0.071
0.047
0.029
0.034
0.06
0.044
0.043
0.039
0.024
0.029
0.021
0.042
0.023
0.022
0.021
0.023
0.022
0.044
