server,bus1,bus2,bus3,bus4,bus5
226,183,139,187,154,111
283,158,159,136,160,104
254,177,161,99,177,132
196,167,191,131,183,132
169,174,185,146,175,151
171,167,191,148,170,153
187,166,172,170,137,168
170,152,184,177,147,170
175,152,193,166,150,164
165,152,204,157,167,155
157,154,204,163,162,160
163,153,216,166,136,166
155,162,209,159,149,166
146,150,209,162,166,167
161,156,204,147,166,166
162,163,204,138,165,168
151,173,209,139,157,171
180,150,209,145,151,165
176,154,217,132,159,162
165,148,214,151,158,164
173,150,212,149,156,160
173,158,215,149,152,153
188,167,213,137,147,148
193,164,215,142,146,140
193,159,208,141,153,146
206,148,214,139,148,145
220,157,214,130,143,136
204,170,215,127,146,138
188,163,215,145,144,145
173,162,208,159,158,140
163,154,213,166,161,143
138,165,196,170,174,157
172,156,201,157,172,142
174,147,196,163,157,163
165,150,202,150,169,164
155,148,208,153,163,173
169,150,200,154,164,163
144,155,193,161,171,176
165,151,193,163,163,165
154,149,203,153,175,166
132,159,195,164,175,175
162,154,184,158,171,171
184,151,182,157,161,165
187,158,204,155,149,147
166,162,200,153,162,157
166,161,193,151,166,163
153,174,195,150,167,161
182,148,204,137,158,171
177,155,200,145,160,163
172,147,193,155,163,170
158,151,194,154,169,174
174,157,189,152,165,163
168,153,192,144,168,175
178,153,184,148,165,172
179,148,193,145,166,169
171,153,188,159,160,169
169,146,189,164,165,167
172,151,185,163,163,166
172,149,200,153,163,163
177,145,207,139,168,164
175,140,214,140,167,164
173,153,201,143,167,163
231,87,199,133,187,163
193,157,190,145,155,160
149,176,178,164,164,169
163,163,172,160,170,172
187,143,158,165,173,174
175,152,170,165,171,167
193,139,183,160,161,164
192,139,178,156,164,171
174,157,193,143,167,166
177,160,197,142,161,163
184,159,189,149,155,164
175,166,185,155,155,164
177,151,192,158,157,165
169,159,184,167,156,165
164,161,186,160,162,167
179,160,185,158,155,163
184,163,173,157,163,160
186,156,183,161,158,156
184,170,187,149,156,154
176,167,194,144,162,157
190,156,202,136,156,160
181,151,205,140,163,160
164,154,193,158,169,162
162,162,193,155,164,164
171,163,192,152,166,156
170,164,194,148,163,161
176,145,202,146,165,166
172,157,179,162,163,167
170,158,189,152,170,161
172,161,193,147,161,166
165,149,207,149,167,163
180,144,203,147,161,165
166,145,202,152,165,170
176,146,191,159,161,167
166,151,186,163,166,168
168,147,182,161,172,170
167,154,185,156,163,175
186,144,205,152,147,166
