server,bus1,bus2,bus3,bus4,bus5
482,108,117,73,95,125
427,112,156,22,118,165
393,139,137,24,136,171
363,117,158,57,146,159
367,121,156,70,123,163
381,119,157,63,132,148
408,80,192,61,130,129
413,103,145,45,156,138
409,95,148,48,154,146
381,68,160,93,163,135
396,73,170,103,161,97
364,87,152,141,132,124
406,95,113,136,142,108
426,116,78,128,140,112
391,150,131,107,137,84
454,134,91,74,159,88
418,87,130,110,149,106
437,94,105,98,142,124
503,134,104,64,117,78
522,128,115,71,91,73
496,120,118,105,89,72
472,105,105,118,106,94
471,110,109,93,116,101
478,74,146,54,138,110
464,95,156,54,110,121
479,100,153,47,104,117
497,119,95,95,85,109
479,128,95,122,78,98
482,112,108,102,90,106
405,81,196,71,85,162
260,149,39,116,14,422
315,127,70,98,113,277
114,134,171,132,105,344
110,171,208,135,76,300
305,125,95,130,93,252
160,178,200,163,153,146
236,153,191,161,163,96
470,137,126,60,90,117
429,144,141,74,124,88
506,133,64,47,130,120
501,139,69,30,180,81
543,181,56,56,150,14
531,167,108,53,126,15
495,155,140,44,113,53
530,165,90,18,72,125
307,219,186,116,101,71
290,237,86,79,184,124
415,204,104,71,188,18
472,102,110,46,157,113
535,99,120,20,97,129
508,134,176,26,105,51
511,112,193,52,99,33
510,96,166,92,73,63
526,98,145,55,83,93
527,124,138,24,80,107
513,104,100,91,70,122
499,112,127,92,98,72
499,92,144,101,110,54
513,102,135,99,77,74
526,97,138,85,69,85
549,92,145,84,51,79
539,107,136,82,39,97
512,114,111,84,76,103
396,136,214,130,38,86
298,130,149,69,165,189
518,115,200,19,99,49
563,61,191,30,84,71
558,26,232,24,122,38
418,50,243,85,134,70
374,164,217,95,73,77
550,139,215,18,25,53
545,113,182,45,49,66
428,113,171,75,115,98
502,128,188,15,90,77
527,114,149,31,86,93
518,95,170,118,44,55
506,102,161,107,38,86
479,118,133,116,69,85
510,114,167,94,30,85
516,118,127,71,52,116
514,157,108,10,159,52
501,158,129,7,163,42
511,157,94,24,166,48
519,144,120,6,163,48
515,143,140,8,167,27
497,146,157,5,173,22
520,136,107,64,144,29
516,136,125,19,176,28
518,131,123,39,165,24
518,122,134,39,154,33
502,115,131,76,135,41
518,128,133,20,173,28
506,130,158,16,170,20
505,127,147,37,165,19
500,110,130,81,146,33
495,117,144,52,160,32
501,115,127,73,143,41
513,105,121,81,144,36
484,128,156,23,164,45
487,137,150,17,171,38
