server,bus1,bus2,bus3,bus4,bus5
92,250,197,300,69,92
449,71,47,139,207,87
470,99,36,245,49,101
264,146,186,140,218,46
375,146,143,66,137,133
501,69,157,103,91,79
481,105,126,83,98,107
479,104,106,73,97,141
460,110,108,90,97,135
432,119,137,94,99,119
437,133,152,83,92,103
465,142,130,61,107,95
458,139,148,68,104,83
454,112,168,90,97,79
456,91,181,95,94,83
442,97,193,93,88,87
425,107,194,90,94,90
381,108,165,115,114,117
379,116,161,112,115,117
434,102,129,103,110,122
451,97,152,92,94,114
413,105,168,100,108,106
446,104,168,69,101,112
447,100,166,78,94,115
441,103,164,83,90,119
428,111,156,80,89,136
411,123,192,73,80,121
431,100,193,88,88,100
436,102,171,90,97,104
425,107,189,92,93,94
452,112,169,83,99,85
475,102,175,65,107,76
487,106,159,72,93,83
506,104,139,78,89,84
461,120,162,74,94,89
437,121,172,78,104,88
427,130,167,94,99,83
439,109,187,82,95,88
433,107,171,79,118,92
453,113,128,80,116,110
430,112,165,90,110,93
452,102,150,75,111,110
455,102,144,72,104,123
463,119,168,46,114,90
489,95,168,58,117,73
462,78,183,76,120,81
449,94,188,95,104,70
452,106,190,79,100,73
475,96,181,80,97,71
446,102,166,94,108,84
440,102,149,99,111,99
417,127,152,96,119,89
364,139,177,96,121,103
405,113,186,96,100,100
458,122,172,74,89,85
443,121,170,81,101,84
432,118,182,87,94,87
421,136,185,86,82,90
416,140,193,92,81,78
388,136,188,89,88,111
396,110,199,83,80,132
388,106,182,98,93,133
396,103,175,101,100,125
406,122,177,100,86,109
398,117,187,85,92,121
442,123,164,105,62,104
447,117,161,98,70,107
471,130,138,106,58,97
457,122,141,124,58,98
479,94,165,101,56,105
482,98,167,95,51,107
444,97,171,108,78,102
457,101,156,107,75,104
472,117,129,108,71,103
434,114,126,105,97,124
459,117,98,96,95,135
473,105,105,104,84,129
435,107,125,118,76,139
466,113,130,111,57,123
422,124,154,118,61,121
330,161,204,116,81,108
335,160,205,114,65,121
323,161,207,121,86,102
324,144,198,123,99,112
318,153,201,123,98,107
329,158,186,120,88,119
350,138,218,123,79,92
379,129,207,125,98,62
349,138,216,126,116,55
341,137,206,127,113,76
348,145,202,120,47,138
360,135,208,121,93,83
308,149,196,123,104,120
321,144,197,124,106,108
358,132,209,121,106,74
351,140,205,124,105,75
379,135,206,122,86,72
382,131,213,126,75,73
382,130,160,120,77,131
311,147,201,125,92,124
