drop
0.9049049049049049
0.909
0.669
0.443
0.212
0.091
0.133
0.107
0.08
0.05
0.072
0.065
0.036
0.031
0.022
0.023
0.021
0.021
0.014
0.022
0.019
0.026
0.009
0.015
0.014
0.027
0.027
0.018
0.011
0.046
0.014
0.023
0.025
0.02
0.016
0.013
0.019
0.025
0.015
0.019
0.016
0.023
0.039
0.06
0.03
0.02
0.022
0.02
0.018
0.028
0.043
0.042
0.036
0.068
0.02
0.037
0.042
0.031
0.025
0.04
0.041
0.04
0.049
0.051
0.038
0.055
0.035
0.027
0.039
0.03
0.038
0.045
0.047
0.033
0.036
0.038
0.033
0.022
0.034
0.05
0.018
0.006
0.025
0.016
0.006
0.009
0.017
0.009
0.019
0.009
0.006
0.002
0.002
0.004
0.001
0.006
0.005
0.005
0.008
0.016
