server,bus1,bus2,bus3,bus4,bus5
138,132,146,137,193,254
369,155,154,238,59,25
397,153,97,104,138,111
500,178,17,85,164,56
527,172,29,75,53,144
525,178,107,70,66,54
532,144,87,113,89,35
541,131,32,118,131,47
492,132,81,99,145,51
476,129,83,66,145,101
460,144,66,90,134,106
427,126,161,87,145,54
447,155,97,135,129,37
442,153,122,114,134,35
432,154,149,83,135,47
443,148,169,58,139,43
433,141,146,78,124,78
416,120,144,116,114,90
379,123,147,132,124,95
347,137,147,137,125,107
355,137,150,135,122,101
353,126,156,132,130,103
345,124,154,132,134,111
336,131,142,132,136,123
345,127,142,134,127,125
366,121,127,135,126,125
372,136,134,129,119,110
360,139,155,121,120,105
353,136,160,119,126,106
326,133,158,124,134,125
317,137,152,133,126,135
303,142,144,138,129,144
303,138,132,148,134,145
341,141,128,130,134,126
343,138,129,130,130,130
302,144,158,120,143,133
280,138,169,129,137,147
291,122,175,132,134,146
303,128,152,139,141,137
282,127,176,133,135,147
266,138,180,126,143,147
256,135,188,124,146,151
272,145,181,119,131,152
291,148,193,114,123,131
306,154,196,109,105,130
280,155,186,116,126,137
300,132,172,134,125,137
287,139,168,136,124,146
292,140,183,136,116,133
266,143,201,129,123,138
257,142,195,131,129,146
238,152,191,125,143,151
249,150,174,139,134,154
253,158,180,134,126,149
244,161,186,140,128,141
249,153,186,144,121,147
233,161,182,146,127,151
221,157,192,144,131,155
226,159,190,140,132,153
221,158,188,139,143,151
228,162,204,115,136,155
222,157,205,134,135,147
246,155,183,142,146,128
237,152,189,139,142,141
228,150,183,146,149,144
226,140,183,159,157,135
245,141,179,152,149,134
245,139,196,148,151,121
239,130,189,144,151,147
249,120,178,147,156,150
199,150,197,133,163,158
211,152,195,134,158,150
224,152,192,127,158,147
214,157,197,134,147,151
219,147,196,147,150,141
205,152,199,145,150,149
209,150,192,140,157,152
217,144,189,140,155,155
211,153,192,142,150,152
224,143,211,117,153,152
235,140,217,122,139,147
241,132,218,124,139,146
239,138,217,122,140,144
228,133,217,129,145,148
217,136,219,133,144,151
222,138,218,131,141,150
221,141,218,133,140,147
225,140,217,135,139,144
227,140,218,136,137,142
203,145,210,144,150,148
208,137,216,138,151,150
199,147,217,139,144,154
209,146,216,132,144,153
230,127,215,134,148,146
215,138,214,141,148,144
207,146,209,137,156,145
209,142,210,139,161,139
202,144,211,132,167,144
238,130,203,125,154,150
215,136,216,135,148,150
