server,bus1,bus2,bus3,bus4,bus5
332,144,169,59,155,141
451,120,159,50,142,78
433,144,81,141,104,97
448,138,80,136,108,90
472,141,81,122,104,80
486,132,77,105,109,91
431,145,71,154,99,100
428,137,108,144,100,83
442,123,103,121,139,72
491,119,70,134,124,62
537,120,50,117,93,83
516,128,73,77,99,107
503,123,86,112,94,82
533,119,70,107,102,69
546,109,58,118,112,57
536,138,57,117,84,68
511,128,57,125,108,71
407,127,137,121,112,96
475,109,132,91,98,95
529,93,152,62,91,73
502,122,146,82,83,65
490,136,129,99,94,52
468,137,96,123,111,65
475,117,111,111,118,68
473,116,106,124,106,75
401,112,125,111,144,107
407,136,113,99,140,105
466,122,103,96,117,96
451,104,118,103,114,110
480,108,109,106,105,92
480,108,114,100,109,89
473,120,131,83,104,89
445,142,140,80,97,96
438,123,160,100,73,106
415,138,146,94,92,115
447,109,150,109,93,92
477,97,144,102,82,98
454,122,127,97,115,85
426,133,144,87,116,94
432,116,168,67,122,95
495,81,152,90,113,69
512,81,127,97,106,77
483,87,127,94,102,107
471,128,108,41,132,120
456,131,116,47,141,109
440,132,111,80,133,104
444,130,104,70,132,120
462,125,82,67,148,116
475,102,99,76,140,108
482,96,118,91,114,99
475,109,98,106,115,97
497,94,97,117,95,100
464,126,109,105,91,105
461,116,109,75,123,116
457,130,103,79,116,115
490,111,85,113,93,108
463,118,86,123,108,102
468,130,95,118,93,96
490,134,74,117,90,95
476,124,92,100,105,103
451,137,92,73,131,116
463,125,93,72,128,119
393,145,129,85,111,137
421,125,125,97,99,133
458,118,118,114,70,122
484,112,112,105,85,102
461,94,146,91,117,91
452,103,127,113,115,90
460,104,121,98,123,94
459,101,114,89,134,103
466,95,108,93,135,103
483,112,111,88,116,90
468,119,101,101,112,99
509,132,98,81,109,71
493,116,112,113,103,63
470,131,117,101,119,62
480,90,111,119,126,74
446,109,119,122,114,90
473,86,97,107,136,101
451,101,124,106,119,99
464,104,120,89,124,99
454,104,128,100,122,92
465,105,136,86,108,100
469,105,129,81,124,92
486,99,124,77,127,87
480,111,103,88,119,99
493,95,109,77,122,104
496,106,121,77,102,98
485,100,147,83,100,85
466,109,155,97,90,83
470,110,147,89,105,79
471,131,155,67,106,70
488,130,146,62,105,69
496,101,124,86,119,74
442,123,137,79,129,90
455,124,118,109,111,83
448,109,128,97,118,100
466,113,128,87,117,89
422,85,163,104,114,112
414,88,171,100,131,96
